DELIVERY_START,spot_id_delta
2023-04-02 00:00:00+02:00,4.286953
2023-04-02 01:00:00+02:00,3.9399338
2023-04-02 02:00:00+02:00,3.7539775
2023-04-02 03:00:00+02:00,3.2996922
2023-04-02 04:00:00+02:00,3.0875623
2023-04-02 05:00:00+02:00,3.04804
2023-04-02 06:00:00+02:00,3.0839834
2023-04-02 07:00:00+02:00,3.1716657
2023-04-02 08:00:00+02:00,3.1187277
2023-04-02 09:00:00+02:00,2.9215283
2023-04-02 10:00:00+02:00,3.1382349
2023-04-02 11:00:00+02:00,3.3361094
2023-04-02 12:00:00+02:00,3.4674225
2023-04-02 13:00:00+02:00,3.478689
2023-04-02 14:00:00+02:00,3.4130392
2023-04-02 15:00:00+02:00,3.3968987
2023-04-02 16:00:00+02:00,3.1513638
2023-04-02 17:00:00+02:00,2.9936671
2023-04-02 18:00:00+02:00,3.0940714
2023-04-02 19:00:00+02:00,5.1504087
2023-04-02 20:00:00+02:00,5.5590644
2023-04-02 21:00:00+02:00,5.248373
2023-04-02 22:00:00+02:00,5.2636733
2023-04-02 23:00:00+02:00,5.3251367
2023-04-03 00:00:00+02:00,5.7836556
2023-04-03 01:00:00+02:00,5.401302
2023-04-03 02:00:00+02:00,5.418162
2023-04-03 03:00:00+02:00,4.996895
2023-04-03 04:00:00+02:00,4.8461113
2023-04-03 05:00:00+02:00,5.4039865
2023-04-03 06:00:00+02:00,6.5387983
2023-04-03 07:00:00+02:00,7.9727106
2023-04-03 08:00:00+02:00,7.964103
2023-04-03 09:00:00+02:00,6.9065146
2023-04-03 10:00:00+02:00,5.529209
2023-04-03 11:00:00+02:00,5.027554
2023-04-03 12:00:00+02:00,4.7863417
2023-04-03 13:00:00+02:00,4.5029097
2023-04-03 14:00:00+02:00,4.330736
2023-04-03 15:00:00+02:00,4.5169563
2023-04-03 16:00:00+02:00,4.5096097
2023-04-03 17:00:00+02:00,4.69285
2023-04-03 18:00:00+02:00,5.88624
2023-04-03 19:00:00+02:00,7.4420004
2023-04-03 20:00:00+02:00,7.898492
2023-04-03 21:00:00+02:00,7.5943193
2023-04-03 22:00:00+02:00,7.8066187
2023-04-03 23:00:00+02:00,7.9331927
2023-04-04 00:00:00+02:00,5.6324224
2023-04-04 01:00:00+02:00,6.009185
2023-04-04 02:00:00+02:00,6.1010265
2023-04-04 03:00:00+02:00,5.6654277
2023-04-04 04:00:00+02:00,5.575448
2023-04-04 05:00:00+02:00,6.2165456
2023-04-04 06:00:00+02:00,7.6867476
2023-04-04 07:00:00+02:00,8.89872
2023-04-04 08:00:00+02:00,8.364007
2023-04-04 09:00:00+02:00,6.4567156
2023-04-04 10:00:00+02:00,4.9794874
2023-04-04 11:00:00+02:00,4.281991
2023-04-04 12:00:00+02:00,4.114851
2023-04-04 13:00:00+02:00,4.0061617
2023-04-04 14:00:00+02:00,3.870009
2023-04-04 15:00:00+02:00,3.7437615
2023-04-04 16:00:00+02:00,3.524747
2023-04-04 17:00:00+02:00,3.4542646
